PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500543,AGAPE MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500409,BROCK MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500546,HARVEST MOON MUTUAL WATER CO,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500378,MAHER MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500535,MANON MANOR MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500555,MUSTANG MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1503669,NORTH KRANENBURG WS,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1510015,OILDALE MWC,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502620,POND MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500561,ROUND MOUNTAIN WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500211,STOCKDALE ANNEX MUTUAL WATER,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500349,STOCKDALE MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502663,TOWN & COUNTRY WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500231,VICTORY MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1503526,WINI MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500289,ATHAL MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502600,WEGIS MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500096,OLD RIVER MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500466,A.F.P. MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500209,ALTA SIERRA MUTUAL WATER CO.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500554,EAST INYOKERN MUTUAL WATER,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1503329,HART CREEK ESTATES MUTUAL WATER CO.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500556,HART FLAT BEAR MUTUAL WATER,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500436,HUNGRY GULCH MWC,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500364,KERNVALE MUTUAL WATER CO,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500475,KRISTA MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500424,LANDS OF PROMISE MWC,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1510028,MIL POTRERO MWC,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500290,NORTH MUROC MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500458,R.S. MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500327,RANCHO SECO INC. WATER SYSTEM,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500341,SIERRA BELLA MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500569,VALLEY VIEW ESTATES MUTUAL WATER CO,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500340,WEST TEHACHAPI MUTUAL,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500550,WEST VALLEY MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500443,CANYON MEADOWS MUTUAL WATER,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1510023,LAKE OF THE WOODS MWC,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1510054,PINON PINES MWC,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500251,RIVERKERN MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1502569,FIRST MUTUAL WATER SYSTEM,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1503536,GLENNVILLE MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1510004,"CASA LOMA WATER CO, INC.",DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500152,MIRASOL COMPANY WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500553,RANCHOS DEL RIO,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500494,WILSON ROAD WATER COMMUNITY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502699,EAST WILSON ROAD WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502622,GOSFORD ROAD WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1500560,KRANENBURG WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company
CA1502670,"FAIRVIEW WATER COMPANY, LLC",DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500449,FOURTH STREET WATER SYSTEM,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1500404,PINEBROOK COMMUNITY WATER WELL,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company
CA1600507,HARDWICK WATER COMPANY,LPA46 - KINGS COUNTY,Mutual Benefit,Mutual Water Company
CA1700561,BLUE LAKES IMPROVEMENT CLUB,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700546,CLEAR WATER MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700549,CORINTHIAN BAY MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700508,GLENHAVEN MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1710003,HIGHLANDS MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700518,LOCH LOMOND MUTUAL WATER CO,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1710014,MT. KONOCTI MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1710008,NICE MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700536,SUNRISE SHORE MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1700657,WINDFLOWER POINT MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA1800511,LAKE FOREST MUTUAL W.C.,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA1800534,SPAULDING EAGLE LAKE MWC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA1800529,SUSAN HILLS ESTATES WC,DISTRICT 02 - LASSEN,Mutual Benefit,Mutual Water Company
CA1910002,AMARILLO MUTUAL WATER COMPANY,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910013,BELLFLOWER - SOMERSET MWC,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910246,LAND PROJECTS MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1900563,"SUNDALE MUTUAL WATER COMPANY A, B",DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910159,TRACT 180 MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910160,TRACT 349 MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910165,VALLEY VIEW MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910169,WALNUT PARK MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,Mutual Benefit,Mutual Water Company
CA1910128,COVINA IRRIGATING CO.,DISTRICT 15 - METROPOLITAN,Mutual Benefit,Mutual Water Company
CA1900803,EL DORADO MUTUAL WATER CO.,DISTRICT 15 - METROPOLITAN,Mutual Benefit,Mutual Water Company
CA1910166,VALLEY WATER CO.,DISTRICT 15 - METROPOLITAN,Mutual Benefit,Mutual Water Company
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,DISTRICT 15 - METROPOLITAN,Mutual Benefit,Mutual Water Company
CA1910157,SUNNY SLOPE WATER CO.,DISTRICT 15 - METROPOLITAN,Mutual Benefit,Mutual Water Company
CA1910023,AVERYDALE MWC,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910012,BELLFLOWER HOME GARDEN WATER COMPANY,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910061,LAS FLORES WATER CO.,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910084,MAYWOOD MUTUAL WATER CO. #1,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910086,MAYWOOD MUTUAL WATER CO. #3,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910091,MONTEBELLO LAND & WATER CO.,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910163,VALENCIA HEIGHTS WATER CO.,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910085,MAYWOOD MUTUAL WATER CO. #2,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910081,LYNWOOD PARK MUTUAL WATER CO.,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA1910053,HEMLOCK MUTUAL WATER CO.,DISTRICT 22 - ANGELES,Mutual Benefit,Mutual Water Company
CA1910249,WHITE FENCE FARMS MWC NO. 1,DISTRICT 22 - ANGELES,Mutual Benefit,Mutual Water Company
CA1900523,WHITE FENCE FARMS MWC NO.3,DISTRICT 22 - ANGELES,Mutual Benefit,Mutual Water Company
CA1900794,ANTELOPE PARK MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900936,AQUA J. MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900130,DEL RIO MUTUAL,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900804,EVERGREEN MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900809,LANDALE MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900158,LITTLE BALDY WATER,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900303,LLANO MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900100,METTLER VALLEY MUTUAL,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900145,REESEDALE MUTUAL,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900301,SHADOW ACRES MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900903,SLEEPY VALLEY WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1910158,STERLING MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900154,TIERRA BONITA MUTUAL WATER,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900102,WESTSIDE PARK MUTUAL WATER,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900155,WILSONA GARDENS MUTUAL,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900801,COLORADO MUTUAL WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1907028,SPV WATER COMPANY,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1900075,BLEICH FLATS MUTUAL,LPA49 - LA COUNTY,Mutual Benefit,Mutual Water Company
CA1910063,LINCOLN AVENUE WATER CO.,DISTRICT 16 - CENTRAL,Mutual Benefit,Mutual Water Company
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2010010,MADERA VALLEY WATER COMPANY,DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2010017,"TESORO VIEJO MASTER MWC, INC.",DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000529,BONADELLE RANCHOS MUTUAL WATER,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000509,CASCADEL MUTUAL WATER SYSTEM,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000512,EAST ACRES MUTUAL WATER COMPANY,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000526,PIKE RANCH MUTUAL WATER CO,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000506,SIERRA LINDA MUTUAL WATER CO,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000524,SKY ACRES MUTUAL WATER CORP,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000533,SUGAR PINE HOMEOWNERS ASSOC,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000527,YOSEMITE FORKS EST MUTUAL,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000538,CEDAR VALLEY MUTUAL WATER CO,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000530,CRASS MUTUAL WATER COMPANY,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2000501,BASS LAKE ANNEX 3,LPA50 - MADERA COUNTY,Mutual Benefit,Mutual Water Company
CA2100579,NICASIO VALLEY RANCH MUTUAL,DISTRICT 25 - MARIN,Mutual Benefit,Mutual Water Company
CA2100519,ESTERO MUTUAL,DISTRICT 25 - MARIN,Mutual Benefit,Mutual Water Company
CA2210903,FISHCAMP MUTUAL WATER COMPANY,DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2210906,MARIPOSA PINES MUTUAL,DISTRICT 11 - MERCED,Mutual Benefit,Mutual Water Company
CA2300502,ALBION MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300596,BIG RIVER VISTA MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300610,CASPAR SOUTH SERVICE COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300606,LAKE VIEW MUTUAL WATER CO.,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300506,MEADOW ESTATES MUTUAL,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300604,POINT OF VIEW MUTUAL WATER CO,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300605,RIVER ESTATES MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2300832,HILLS RANCH MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2600699,CHALFANT VALLEY WEST M.W.C.,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600546,CROWLEY LAKE MUTUAL WATER COMPANY,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600532,LUNDY MUTUAL WATER COMPANY,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600733,COLD WATER CANYON MWC,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600620,MOUNTAIN MEADOWS MWC,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2600621,WHITE MOUNTAIN MUTUAL WATER COMPANY,LPA56 - MONO COUNTY,Mutual Benefit,Mutual Water Company
CA2702520,ARROYO SECO ESTATES MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702148,ASOLEADO MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700503,ASSISI MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701731,BRANDON CREEK MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701888,CACHAGUA MUTUAL WS (#4),LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701254,CARMEL RIVIERA MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700634,CHETMOORE ACRES WA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701898,CLEAR RIDGE WA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701279,COASTLANDS MWS (POST CREEK),LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700534,COLONIAL OAK WC INC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701929,COUNTRY MEADOWS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702374,COUNTRYSIDE ESTATES MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700548,DOLAN RD MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700586,GABILAN WC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700686,GARLEN COURT WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702554,HIDDEN CANYON RANCH MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701789,HOLLY HILLS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701918,LOMAS DEL SOL MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701570,LOS CARNEROS MWA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701503,MESA DEL TORO MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701452,MONTEREY DUNES MWA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700656,MORO COJO MWA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701935,MOUNT TORO RANCHOS MWA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700509,OAK MANOR WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700674,PARADISE LAKE MUTUAL WATER CO.,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701263,PARTINGTON MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701364,PEDRAZZI MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701956,PIONEER PLACE MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700702,PRUNEDALE MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700709,RANCHO BORROMEO MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701278,RANCHO CHAPARRAL MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701822,ROBLEY PROPERTY MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702466,SAN VICENTE MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701589,SUNNY ACRES MWS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702608,THIMIO MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700775,TIERRA VERDE MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701959,TIERRA VISTA MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701800,TULARCITOS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702003,VIERRA MEADOWS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702439,WOODLAND HEIGHTS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700731,Z RANCH MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2702055,VIERRA KNOLLS MWC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700547,DESMOND RD WS #03,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2701926,MORO RD WS #09,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700663,MURPHY HILL WS #02,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2700665,OAK HEIGHTS W & R CO INC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Mutual Water Company
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Mutual Water Company
CA2800527,LINDA FALLS TERRACE MUTUAL,LPA58 - NAPA COUNTY,Mutual Benefit,Mutual Water Company
