PWSID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNER_CODE_SDWIS,OWNERSHIP_KD,OWNERSHIP_KD_BI,TYPE,TYPE_consolidated,JURISDICTION_9,JURISDICTION_10,SOURCE_SDWIS,Source_coded_18,POP_TOTAL,SC_TOTAL,FEE_CODE_062018,FEE_FULL_062018,CWStype_fed_062018,CWStype_state062018,CWStype_state_name2018,WQ_REG,COMPLIANCE_STATUS,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS, , 
CA1009232,SUMNER PECK RANCH,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,42,19,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,8,NA,8,,
CA1009258,SAN ANDREAS FARMS,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,40,5,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,16,NA,16,,
CA1009281,HAMMONDS RANCH,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,50,16,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,30,NA,30,,
CA1010001,BAKMAN WATER COMPANY,FRESNO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,16756,2505,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,1,2,,
CA1010003,CITY OF CLOVIS,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,103871,32571,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010004,COALINGA-CITY,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,19362,3580,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,7,NA,7,,
CA1010005,FIREBAUGH CITY,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,7619,1642,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010006,CITY OF FOWLER,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,5801,1784,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,NA,1,,
CA1010007,CITY OF FRESNO,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,533524,132981,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,2887,385,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010017,FCWWD #41/SHAVER LAKE,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,3079,933,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,NA,1,,
CA1010018,"KERMAN, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,14068,3617,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010019,"KINGSBURG, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,11504,3549,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,2,4,6,,
CA1010020,LATON COMMUNITY SERVICES DISTRICT,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1824,470,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,5,5,,
CA1010021,"MENDOTA, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,11104,1911,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA1010023,CITY OF ORANGE COVE,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,9780,1485,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010024,CWS - SELMA,FRESNO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,25329,6282,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010025,CITY OF PARLIER,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,12058,2505,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,2,3,,
CA1010026,PINEDALE COUNTY WATER DISTRICT,FRESNO,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,16735,3541,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010027,"REEDLEY, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,24842,5964,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,FRESNO,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,3145,966,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,10,1,11,,
CA1010029,CITY OF SANGER,FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,25664,6210,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,FRESNO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,897,348,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,10,4,14,,
CA1010034,"SAN JOAQUIN, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,4060,701,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010035,DEL REY COMMUNITY SERV DIST,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1500,328,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,2,NA,2,,
CA1010039,CARUTHERS COMM SERV DIST,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,2503,696,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,28,1,29,,
CA1010042,MALAGA COUNTY WATER DISTRICT,FRESNO,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,947,509,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010044,"HURON, CITY OF",FRESNO,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,7306,876,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,31,6,37,,
CA1010049,BIOLA COMMUNITY SERVICES DIST,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1623,300,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA1010051,FCWWD #18/FRIANT,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,SW,SW,800,251,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1010052,SIERRA CEDARS CSD,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,875,225,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010053,SHAVER LAKE HEIGHTS MWC,FRESNO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,720,220,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010055,FCSA #47/QUAIL LAKE ESTATES,FRESNO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GW,GW,1982,709,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010062,FCWWD #18/MIRA BELLA,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,58,58,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,41000,158,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010501,NPS-GRANT GROVE,FRESNO,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,GW,GW,2950,100,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,FRESNO,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,100,8,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100203,ARTOIS COMMUNITY S.D.,GLENN,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,198,53,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,150,87,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100254,VOYLES TRAILER PARK,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,42,15,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100405,BLACK BUTTE MOBILE H.P.,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,143,49,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100413,COUNTRY LEISURE MOBILE ESTATES,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,40,33,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100436,ORLAND OAKS MHP,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,150,83,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,4,4,,
CA1100444,ORLAND ESTATES MOBILE H.P.,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,150,74,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100445,ORLAND MOBILE H.P.,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,178,54,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1100452,SHADY OAKS TRAILER PARK,GLENN,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,48,47,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1100616,ELK CREEK COMMUNITY S.D.,GLENN,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,300,90,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1100711,BUTTE CITY COMMUNITY S.D.,GLENN,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,100,48,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1110001,CITY OF ORLAND,GLENN,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,7815,2828,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,GLENN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,2562,623,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,GLENN,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,7140,2342,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200501,ALDERPOINT COUNTY WATER,HUMBOLDT,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,219,79,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200518,RIVERSIDE CSD,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,293,99,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200538,MYERS FLAT M.W.S. INC.,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,400,102,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200541,PHILLIPSVILLE C.S.D.,HUMBOLDT,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,300,66,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200544,REDCREST WATER WORKS,HUMBOLDT,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,100,35,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,4,NA,4,,
CA1200547,MILL CREEK M.W.C.,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,65,36,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200553,WEOTT C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,364,128,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1200566,ORLEANS MUTUAL WATER CO.,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,85,38,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,9,NA,9,,
CA1200587,BRICELAND C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,75,26,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,60,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1200590,MOONSTONE HEIGHTS MWA,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,31,14,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200591,BIG LAGOON PARK WATER CO.,HUMBOLDT,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,70,76,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200592,BIG LAGOON CSD,HUMBOLDT,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,109,40,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200643,BEACH CREEK MOBILE HOME PARK,HUMBOLDT,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,50,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200671,BENBOW-DEL ORO W.C.,HUMBOLDT,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,SW,SW,150,135,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200687,RIVERBEND MOBILE HOME PARK,HUMBOLDT,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,60,28,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200701,ORICK C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,450,140,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200706,TRINIDAD EXTENDED STAY RV,HUMBOLDT,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,130,73,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200707,MIRANDA C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,600,142,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,HUMBOLDT,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,250,17,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200718,WADDINGTON W.W.,HUMBOLDT,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,75,24,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1200729,ORLEANS C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,630,166,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1206002,PALOMINO ESTATES M.W.C.,HUMBOLDT,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,64,19,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1206004,PALMER CREEK CSD,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,320,131,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210001,"ARCATA, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,19048,6048,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210002,"BLUE LAKE, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,GWP,GWP,1252,688,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210004,"EUREKA, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,GWP,GWP,27950,9982,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210006,"FORTUNA, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,11649,4377,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210007,DEL ORO WATER CO-FERNDALE,HUMBOLDT,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,1998,747,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210008,GARBERVILLE SANITARY DISTRICT,HUMBOLDT,Private,P,Local,Public,Sanitary District,Sanitary District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,1500,442,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210009,HUMBOLDT C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,22842,7714,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210011,REDWAY C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,1500,687,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210012,"RIO DELL, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,3174,1233,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210013,HUMBOLDT BAY MWD,HUMBOLDT,Private,P,Local,Public,MWD,MWD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,87825,209,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210015,WILLOW CREEK C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GU,GW,1710,912,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210016,MCKINLEYVILLE C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,16900,5563,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210017,MANILA COMMUNITY SERVICES DIST.,HUMBOLDT,State Government,S,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,1000,357,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210018,"TRINIDAD, CITY OF",HUMBOLDT,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,1000,325,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1210019,HYDESVILLE CO. W.D.,HUMBOLDT,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1409,416,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210020,FIELDBROOK GLENDALE C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,1927,584,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210021,JACOBY CREEK CSD,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,913,325,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210022,RESORT IMPROVEMENT DISTRICT #1,HUMBOLDT,Local,L,Local,Public,Resort Improvement District - Special,Resort Improvement District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,1500,620,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210023,LOLETA C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,750,280,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1210024,WESTHAVEN C.S.D.,HUMBOLDT,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,490,226,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,HUMBOLDT,State Government,S,State Government,Public,State,State,STATEFED,STATE,SW,SW,130,1,SP,NonTransient-NonCommunity Water System,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,8,NA,8,,
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,IMPERIAL,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,660,128,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300018,GATEWAY,IMPERIAL,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,SW,SW,1800,22,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,1,NA,1,,
CA1300513,OCOTILLO MUTUAL WATER CO,IMPERIAL,Local,L,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,150,113,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300514,COYOTE VALLEY MUTUAL WATER CO,IMPERIAL,Local,L,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,125,124,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300546,GOLD ROCK RANCH,IMPERIAL,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,50,28,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300550,COUNTRY LIFE MH & RV PARK,IMPERIAL,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,600,157,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,IMPERIAL,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,175,70,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,2,NA,2,,
CA1300572,VALLEY MOBILE HOME PARK,IMPERIAL,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,70,22,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,1,NA,1,,
CA1300575,DATE GARDENS MOBILE HOME PARK,IMPERIAL,Private,P,Private,Private,MHP,MHP,MHP,MHP,SW,SW,101,72,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300588,IID VILLAGE,IMPERIAL,Private,P,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,30,20,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA1300591,IID DROP FOUR,IMPERIAL,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,28,8,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
